"Country Name,""Country Code"",""Indicator Name"",""Indicator Code"",""1960"",""1961"",""1962"",""1963"",""1964"",""1965"",""1966"",""1967"",""1968"",""1969"",""1970"",""1971"",""1972"",""1973"",""1974"",""1975"",""1976"",""1977"",""1978"",""1979"",""1980"",""1981"",""1982"",""1983"",""1984"",""1985"",""1986"",""1987"",""1988"",""1989"",""1990"",""1991"",""1992"",""1993"",""1994"",""1995"",""1996"",""1997"",""1998"",""1999"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"",""2013"",""2014"",""2015"",""2016"",""2017"",""2018"","
"Iran, Islamic Rep.,""IRN"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""85.68"",""88.14"",""90.14"",""91.74"",""93.21"",""94.25"",""95.26"",""95.88"",""96.5"",""96.98"",""97.36"",""97.63"",""97.89"",""98.12"",""98.29"",""98.42"",""98.49"","""","""","
"Iraq,""IRQ"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""74.95"",""78.65"",""81.76"",""84.63"",""86.96"",""89.01"",""90.77"",""92.14"",""93.38"",""94.24"",""95.1"",""95.72"",""96.18"",""96.71"",""97.04"",""97.39"",""97.63"","""","""","
"Iceland,""ISL"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
"Israel,""ISR"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
"Italy,""ITA"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
"Jamaica,""JAM"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""73.16"",""74.88"",""76.48"",""77.81"",""79.36"",""80.57"",""81.72"",""82.99"",""83.97"",""85.08"",""86"",""86.94"",""87.67"",""88.43"",""89.22"",""89.89"",""90.5"","""","""","
"Jordan,""JOR"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""97.28"",""97.59"",""97.69"",""97.98"",""98.11"",""98.24"",""98.37"",""98.41"",""98.56"",""98.65"",""98.74"",""98.84"",""98.9"",""98.95"",""98.94"",""99.04"",""99.06"","""","""","
"Japan,""JPN"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
"Kazakhstan,""KAZ"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""82.85"",""84.31"",""85.55"",""86.59"",""87.73"",""88.76"",""89.6"",""90.52"",""91.42"",""91.82"",""92.68"",""93.08"",""93.57"",""94.12"",""94.64"",""95.07"",""95.34"","""","""","
"Kenya,""KEN"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.99"",""2.35"",""2.68"",""3.15"",""3.65"",""4.27999999999999"",""4.93"",""5.65"",""6.39"",""7.24"",""8.02"",""8.95"",""9.9"",""10.74"",""11.83"",""12.76"",""13.42"","""","""","
"Kyrgyz Republic,""KGZ"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""51.72"",""53.71"",""56.08"",""58.36"",""60.08"",""62.04"",""64.43"",""66.25"",""68.67"",""70.04"",""72.15"",""73.86"",""75.27"",""76.91"",""78.38"",""79.98"",""81.25"","""","""","
"Cambodia,""KHM"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""4.66"",""5.18"",""5.69"",""6.22"",""6.73"",""7.35"",""7.98"",""8.72000000000001"",""9.47"",""10.32"",""11.22"",""12.02"",""12.98"",""14.05"",""15.28"",""16.36"",""17.69"","""","""","
"Kiribati,""KIR"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.26"",""2.21"",""2.22"",""2.22"",""2.25"",""2.28"",""2.36"",""2.46"",""2.59"",""2.74"",""2.99"",""3.15"",""3.59"",""3.94"",""4.38"",""4.9"",""5.52"","""","""","
"St. Kitts and Nevis,""KNA"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
"Korea, Rep.,""KOR"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""96.21"",""96.36"",""96.46"",""96.47"",""96.6"",""96.57"",""96.59"",""96.57"",""96.73"",""96.66"",""96.8"",""96.68"",""96.79"",""96.8"",""96.77"",""96.68"",""96.68"","""","""","
"Kuwait,""KWT"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
"Latin America & Caribbean (excluding high income),""LAC"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""77.6166968416319"",""78.5902858963801"",""79.4827840189198"",""80.3375368903023"",""81.1097224622858"",""81.871511784888"",""82.5166319414197"",""83.0923022289247"",""83.7068990426934"",""84.2491175340127"",""84.7093515550716"",""85.1703768921494"",""85.6189170715414"",""86.0170819256311"",""86.4210214129585"",""86.3547052443994"",""86.6735601162845"","""","""","
"Lao PDR,""LAO"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.99"",""4.04"",""4.21"",""4.13"",""4.29"",""4.27999999999999"",""4.56"",""4.55"",""4.79000000000001"",""4.73"",""4.83"",""5.04"",""5.13"",""5.22"",""5.42"",""5.54"",""5.62"","""","""","
"Lebanon,""LBN"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Liberia,""LBR"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.619999999999998"",""0.619999999999998"",""0.590000000000002"",""0.619999999999998"",""0.629999999999997"",""0.629999999999997"",""0.629999999999997"",""0.639999999999996"",""0.629999999999997"",""0.670000000000004"",""0.649999999999995"",""0.670000000000004"",""0.690000000000002"",""0.680000000000003"",""0.71"",""0.700000000000001"",""0.71"","""","""","
"Libya,""LBY"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"St. Lucia,""LCA"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""86.29"",""87.55"",""88.65"",""89.7"",""90.72"",""91.55"",""92.38"",""93.07"",""93.73"",""94.38"",""94.88"",""95.41"",""95.81"",""96.23"",""96.61"",""96.97"",""97.23"","""","""","
"Latin America & Caribbean,""LCN"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""78.0732504826471"",""79.0222446582531"",""79.8986913986448"",""80.7341915372643"",""81.4937210595075"",""82.2372598368262"",""82.8694197188087"",""83.4377581443735"",""84.0377418202058"",""84.5686100221648"",""85.0195126870702"",""85.4729651285488"",""85.911403115649"",""86.3026106430136"",""86.6992450055032"",""86.6417177411604"",""86.958329674907"","""","""","
"Least developed countries: UN classification,""LDC"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""7.35415929069844"",""7.66124716545306"",""7.98606322679604"",""8.33154960030452"",""8.66628306342136"",""9.04270008788475"",""9.43243134278825"",""9.80691681845877"",""10.2110922317361"",""10.6103234096679"",""11.078005302906"",""11.5313331111444"",""11.968572845501"",""12.4393256007676"",""12.924186763561"",""13.4195896241226"",""13.9684950490917"","""","""","
"Low income,""LIC"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""8.92195662395033"",""9.10196247862298"",""9.30510003980588"",""9.49910883402011"",""9.71975808604877"",""9.9586056872054"",""10.2385313172858"",""10.5192986125956"",""10.8140507099165"",""11.0485975335376"",""11.2685364874844"",""11.4009759899177"",""11.4689180901203"",""11.5311285417431"",""11.5991622903891"",""11.7057345691615"",""11.8538759239241"","""","""","
"Liechtenstein,""LIE"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Sri Lanka,""LKA"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""15.64"",""16.2"",""16.94"",""17.31"",""18.03"",""18.68"",""19.41"",""20.01"",""20.69"",""21.12"",""21.83"",""22.74"",""23.37"",""24.06"",""24.76"",""25.44"",""26.33"","""","""","
"Lower middle income,""LMC"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""23.3272149495373"",""24.639297927342"",""25.755082492933"",""26.7306018793665"",""28.0814591019342"",""29.2038376044787"",""30.5870959313775"",""31.8865298330986"",""33.180414460725"",""34.3053915710515"",""35.8357246433937"",""37.0148197630486"",""38.2939448269682"",""39.5089101480619"",""40.6145072051068"",""41.6197661746242"",""42.6920877469856"","""","""","
"Low & middle income,""LMY"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""38.9728547996404"",""40.0143541744088"",""40.8122702908046"",""41.5892998333331"",""42.4288815020464"",""43.2208334521854"",""44.1642276067228"",""44.9814250075434"",""45.8476780402791"",""46.5779209365652"",""47.5162326044024"",""48.2628907826373"",""49.0463745563677"",""49.8195234468276"",""50.4694370113186"",""51.0990833561782"",""51.7513693613872"","""","""","
"Lesotho,""LSO"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""18.14"",""19.03"",""20.61"",""21.48"",""23.05"",""24.1"",""25.29"",""26.69"",""27.63"",""28.78"",""29.86"",""30.68"",""31.96"",""32.99"",""33.93"",""34.74"",""35.61"","""","""","
"Late-demographic dividend,""LTE"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""56.8449823947117"",""57.9597064046617"",""58.7476814836981"",""59.6655324081597"",""60.3458943913352"",""61.1960050140807"",""62.1565392444312"",""62.9196472437002"",""63.8145153026612"",""64.5906848529545"",""65.4226088851206"",""66.1861561733828"",""66.9458823950874"",""67.7343193152175"",""68.3543705843739"",""69.0571970575108"",""69.7282563187889"","""","""","
"Lithuania,""LTU"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
"Luxembourg,""LUX"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
"Latvia,""LVA"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""85.93"",""87.05"",""88"",""88.95"",""89.9"",""90.49"",""91.22"",""91.87"",""92.49"",""92.87"",""93.37"",""93.83"",""94.14"",""94.5"",""94.85"",""95.05"",""95.28"","""","""","
"Macao SAR, China,""MAC"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"St. Martin (French part),""MAF"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Morocco,""MAR"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""89.7"",""90.68"",""91.49"",""92.19"",""93.08"",""93.62"",""94"",""94.5"",""94.87"",""95.22"",""95.61"",""95.82"",""96.12"",""96.27"",""96.43"",""96.6"",""96.75"","""","""","
"Monaco,""MCO"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
"Moldova,""MDA"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""68.34"",""70.95"",""72.9"",""75.22"",""77.23"",""78.95"",""81.2"",""82.55"",""83.92"",""85.17"",""86.71"",""87.92"",""88.89"",""89.89"",""90.81"",""91.34"",""92.19"","""","""","
"Madagascar,""MDG"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.1"",""1.11"",""1.1"",""1.08"",""1.03"",""1.02"",""1.03"",""1.02"",""0.990000000000002"",""0.970000000000004"",""0.960000000000005"",""0.939999999999996"",""0.960000000000005"",""0.939999999999996"",""0.919999999999999"",""0.900000000000001"",""0.91"","""","""","
"Maldives,""MDV"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""32.18"",""38.56"",""45.18"",""51.9"",""58.33"",""64.78"",""69.74"",""74.19"",""78.36"",""81.46"",""84.43"",""86.7"",""88.63"",""90.45"",""91.71"",""92.88"",""93.83"","""","""","
"Middle East & North Africa,""MEA"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""84.8818973637876"",""86.4785602485292"",""88.0142870787768"",""89.0658001751927"",""90.1590970102645"",""91.1302225896952"",""91.8963255993461"",""92.5053690239844"",""93.0292226565627"",""93.4950782957899"",""93.8790002823352"",""94.1294137494287"",""94.3138115850566"",""94.5673512969438"",""94.746472200463"",""94.8527929636975"",""94.9839558258458"","""","""","
"Mexico,""MEX"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""80.68"",""80.97"",""81.25"",""81.61"",""81.96"",""82.27"",""82.52"",""82.83"",""83.15"",""83.41"",""83.74"",""84"",""84.24"",""84.59"",""84.87"",""85.15"",""85.35"","""","""","
"Marshall Islands,""MHL"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""13.21"",""15.94"",""19.37"",""23.21"",""27.9"",""32.72"",""37.98"",""42.91"",""47.68"",""51.79"",""55.38"",""58.58"",""60.84"",""62.6"",""63.57"",""64.63"",""65.35"","""","""","
"Middle income,""MIC"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""41.8893114786719"",""43.0579415054062"",""43.9614771394013"",""44.8467057594774"",""45.8016223436815"",""46.7051273435691"",""47.775124485983"",""48.7089034405403"",""49.6975169702832"",""50.5422478661193"",""51.6201496688185"",""52.4943409611139"",""53.4174507846958"",""54.3313240299947"",""55.1104370043986"",""55.8672988647631"",""56.6495343917914"","""","""","
"North Macedonia,""MKD"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""43.92"",""45.71"",""47.2"",""48.89"",""50.6"",""52.08"",""53.54"",""55.22"",""56.55"",""58.3"",""59.28"",""60.59"",""61.79"",""62.88"",""64.14"",""64.9"",""65.63"","""","""","
"Mali,""MLI"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.3"",""1.28"",""1.25"",""1.24"",""1.17"",""1.18"",""1.17"",""1.13"",""1.09"",""1.09"",""1.02"",""1.05"",""1"",""1"",""0.970000000000004"",""0.929999999999998"",""0.960000000000005"","""","""","
"Malta,""MLT"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"",""100"","""","""","
"Myanmar,""MMR"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""4.72"",""5.18"",""5.74"",""6.23"",""6.69999999999999"",""7.46"",""7.97"",""8.77"",""9.33000000000001"",""10.24"",""11.14"",""12.13"",""13.24"",""14.45"",""15.44"",""16.97"",""18.4"","""","""","
"Middle East & North Africa (excluding high income),""MNA"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""83.4276524954939"",""85.1907674299676"",""86.895161201552"",""88.0463322870951"",""89.2534619483382"",""90.332070084791"",""91.1622994163549"",""91.819746729539"",""92.388182634716"",""92.8972930722035"",""93.3156011783932"",""93.5880675569131"",""93.793851640968"",""94.0839219514471"",""94.2916270518767"",""94.4104797713852"",""94.5666476387558"","""","""","
"Montenegro,""MNE"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""55.03"",""55.87"",""56.95"",""57.76"",""58.98"",""59.87"",""60.71"",""61.97"",""62.67"",""63.91"",""64.8"",""65.33"",""66.43"",""67.02"",""68.04"",""68.57"",""69.35"","""","""","
"Mongolia,""MNG"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""21.83"",""22.92"",""24.09"",""25.22"",""26.49"",""27.63"",""28.72"",""30.32"",""31.57"",""32.68"",""34.18"",""35.57"",""36.69"",""38.33"",""39.82"",""41.32"",""42.8"","""","""","
"Northern Mariana Islands,""MNP"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"Mozambique,""MOZ"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.07"",""3.08000000000001"",""3.13"",""3.09"",""3.11"",""3.21"",""3.25"",""3.25"",""3.3"",""3.28000000000001"",""3.4"",""3.46"",""3.48000000000001"",""3.56"",""3.56"",""3.62"",""3.69"","""","""","
"Mauritania,""MRT"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""29.04"",""30.08"",""31.23"",""32.34"",""33.48"",""34.51"",""35.61"",""36.87"",""37.75"",""38.91"",""40.08"",""41.31"",""42.34"",""43.35"",""44.26"",""45.66"",""46.56"","""","""","
"Mauritius,""MUS"",""Access to clean fuels and technologies for cooking (% of population)"",""EG.CFT.ACCS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""87.35"",""87.68"",""88.69"",""89.24"",""90.09"",""90.43"",""91.17"",""91.43"",""91.64"",""92.23"",""92.27"",""92.56"",""92.62"",""92.74"",""92.94"",""93.11"",""93.34"","""","""","
